law_id,type,title,kana,effective_date
347M50000040017,府省令,労働保険の保険料の徴収等に関する法律に基づく労働保険料等の納付手続の特例に関する省令,ろうどうほけんのほけんりょうのちょうしゅうとうにかんするほうりつにもとづくろうどうほけんりょうとうののうふてつづきのとくれいにかんするしょうれい,令和三年一月一日
347M50000040023,府省令,酒類用粗留アルコール等の関税割当制度に関する省令,しゅるいようそりゅうあるこーるとうのかんぜいわりあてせいどにかんするしょうれい,平成十三年一月六日
347M50000040026,府省令,外国債等の発行者の内容等の開示に関する内閣府令,がいこくさいとうのはっこうしゃのないようとうのかいじにかんするないかくふれい,令和七年五月一日
347M50000040042,府省令,沖縄の復帰に伴う国税関係法令の適用の特別措置等に関する省令,おきなわのふっきにともなうこくぜいかんけいほうれいのてきようのとくべつそちとうにかんするしょうれい,令和十四年五月十五日
347M50000040044,府省令,沖繩の復帰に伴う国税関係以外の大蔵省関係法令の適用の特別措置等に関する省令,おきなわのふっきにともなうこくぜいかんけいいがいのおおくらしょうかんけいほうれいのてきようのとくべつそちとうにかんするしょうれい,昭和四十九年七月十一日
347M50000042001,府省令,沖縄振興開発金融公庫法施行規則,おきなわしんこうかいはつきんゆうこうこほうせこうきそく,令和四年四月一日
347M50000080028,府省令,沖縄の復帰に伴う文部省関係省令の適用の特別措置等に関する省令,おきなわのふっきにともなうもんぶしょうかんけいしょうれいのてきようのとくべつそちとうにかんするしょうれい,令和五年四月一日
347M50000100006,府省令,国民年金の事務費交付金の算定に関する省令,こくみんねんきんのじむひこうふきんのさんていにかんするしょうれい,令和八年三月六日
347M50000100011,府省令,国民健康保険の事務費負担金等の交付額等の算定に関する省令,こくみんけんこうほけんのじむひふたんきんとうのこうふがくとうのさんていにかんするしょうれい,令和八年四月一日
347M50000100022,府省令,沖縄の復帰に伴う厚生省関係の特例に関する省令,おきなわのふっきにともなうこうせいしょうかんけいのとくれいにかんするしょうれい,令和六年四月一日
347M50000100027,府省令,家庭用品に含まれる劇物の定量方法及び容器又は被包の試験方法を定める省令,かていようひんにふくまれるげきぶつのていりょうほうほうおよびようきまたはひほうのしけんほうほうをさだめるしょうれい,令和元年七月一日
347M50000180002,府省令,柔道整復師学校養成施設指定規則,じゅうどうせいふくしがっこうようせいしせつしていきそく,令和四年十月一日
347M50000400050,府省令,沖縄の復帰に伴う公害保安関係法令の適用の特別措置等に関する省令,おきなわのふっきにともなうこうがいほあんかんけいほうれいのてきようのとくべつそちとうにかんするしょうれい,昭和四十七年五月十三日
347M50000400054,府省令,沖縄の復帰に伴う鉱業関係法令の適用の特別措置等に関する省令,おきなわのふっきにともなうこうぎょうかんけいほうれいのてきようのとくべつそちとうにかんするしょうれい,昭和四十七年五月十三日
347M50000400055,府省令,沖縄の復帰に伴う公益事業関係法令の適用の特別措置等に関する省令,おきなわのふっきにともなうこうえきじぎょうかんけいほうれいのてきようのとくべつそちとうにかんするしょうれい,昭和四十七年五月十三日
347M50000400143,府省令,熱供給事業法施行規則,ねつきょうきゅうじぎょうほうしこうきそく,令和二年十二月二十八日
347M50000400144,府省令,熱供給事業会計規則,ねつきょうきゅうじぎょうかいけいきそく,平成二十八年四月一日
347M50000400145,府省令,熱供給施設の技術上の基準を定める省令,ねつきょうきゅうしせつのぎじゅつじょうのきじゅんをさだめるしょうれい,平成十年六月一日
347M50000800028,府省令,特別会計に関する法律施行令附則第八十九条の七の気象その他の条件を定める省令,とくべつかいけいにかんするほうりつしこうれいふそくだいはちじゅううきゅうじょうのななのきしょうそのたのじょうけんをさだめるしょうれい,平成二十六年四月一日
347M50000800030,府省令,沖縄の復帰に伴う運輸省令の適用の特別措置等に関する省令,おきなわのふっきにともなううんゆしょうれいのてきようのとくべつそちとうにかんするしょうれい,平成十五年七月七日
347M50000800050,府省令,船舶の通常の活動に伴い生ずる汚水であつて海洋において処分することができるものの水質の基準を定める省令,せんぱくのつうじょうのかつどうにともないしょうずるおすいであつてかいようにおいてしょぶんすることができるもののすいしつのきじゅんをさだめるしょうれい,令和元年七月一日
347M50000800052,府省令,軽自動車検査協会に関する省令,けいじどうしゃけんさきょうかいにかんするしょうれい,令和六年十月一日
347M50000800053,府省令,軽自動車検査協会の財務及び会計に関する省令,けいじどうしゃけんさきょうかいのざいむおよびかいけいにかんするしょうれい,平成十三年一月六日
347M50000802001,府省令,沖縄総合事務局地方交通審議会規則,おきなわそうごうじむきょくちほうこうつうしんぎかいきそく,平成二十七年七月一日
347M50000802002,府省令,船舶に設置する軽水減速加圧軽水冷却型原子炉であつて研究開発段階にあるものの運転計画に関する規則,せんぱくにせっちするけいすいげんそくかあつけいすいれいきゃくがたげんしろであつてけんきゅうかいはつだんかいにあるもののうんてんけいかくにかんするきそく,令和元年七月一日
347M50000C00005,府省令,石油パイプライン事業の業務の監督に関する省令,せきゆぱいぷらいんじぎょうのぎょうむのかんとくにかんするしょうれい,令和二年十二月二十八日
347M50000C08001,府省令,石油パイプライン事業の事業用施設の保安に関する省令,せきゆぱいぷらいんじぎょうのじぎょうようしせつのほあんにかんするしょうれい,令和二年十二月二十八日
347M50001000015,府省令,沖縄の復帰に伴う郵政省関係法令の適用の特別措置等に関する省令,おきなわのふっきにともなうゆうせいしょうかんけいほうれいのてきようのとくべつそちとうにかんするしょうれい,令和元年七月一日
347M50001000031,府省令,郵便切手類模造等の許可に関する省令,ゆうびんきってるいもぞうとうのきょかにかんするしょうれい,令和二年十二月二十五日
347M500010CA001,府省令,沖縄の復帰に伴う公務員等共済組合等の権利義務の承継等に関する命令,おきなわのふっきにともなうこうむいんとうきょうさいくみあいとうのけんりぎむのしょうけいとうにかんするめいれい,昭和四十七年五月十五日
347M50002000008,府省令,労働保険の保険料の徴収等に関する法律施行規則,ろうどうほけんのほけんりょうのちょうしゅうとうにかんするほうりつしこうきそく,令和七年四月一日
347M50002000009,府省令,失業保険法及び労働者災害補償保険法の一部を改正する法律及び労働保険の保険料の徴収等に関する法律の施行に伴う労働省令の整備等に関する省令,しつぎょうほけんほうおよびろうどうしゃさいがいほしょうほけんほうのいちぶをかいせいするほうりつおよびろうどうほけんのほけんりょうのちょうしゅうとうにかんするほうりつのしこうにともなうろうどうしょうれいのせいびとうにかんするしょうれい,令和七年三月四日
347M50002000018,府省令,沖縄の復帰に伴う労働省令等の適用の特別措置等に関する省令,おきなわのふっきにともなうろうどうしょうれいとうのてきようのとくべつそちとうにかんするしょうれい,昭和六十一年一月二十七日
347M50002000032,府省令,労働安全衛生規則,ろうどうあんぜんえいせいきそく,令和十年四月一日
347M50002000033,府省令,ボイラー及び圧力容器安全規則,ぼいらーおよびあつりょくようきあんぜんきそく,令和八年四月一日
347M50002000034,府省令,クレーン等安全規則,くれーんとうあんぜんきそく,令和八年四月一日
347M50002000035,府省令,ゴンドラ安全規則,ごんどらあんぜんきそく,令和八年四月一日
347M50002000036,府省令,有機溶剤中毒予防規則,ゆうきようざいちゅうどくよぼうきそく,令和八年四月一日
347M50002000037,府省令,鉛中毒予防規則,なまりちゅうどくよぼうきそく,令和八年四月一日
347M50002000038,府省令,四アルキル鉛中毒予防規則,しあるきるなまりちゅうどくよぼうきそく,令和八年四月一日
347M50002000039,府省令,特定化学物質障害予防規則,とくていかがくぶっしつしょうがいよぼうきそく,令和八年四月一日
347M50002000040,府省令,高気圧作業安全衛生規則,こうきあつさぎょうあんぜんえいせいきそく,令和八年四月一日
347M50002000041,府省令,電離放射線障害防止規則,でんりほうしゃせんしょうがいぼうしきそく,令和八年四月一日
347M50002000042,府省令,酸素欠乏症等防止規則,さんそけつぼうしょうとうぼうしきそく,令和八年四月一日
347M50002000043,府省令,事務所衛生基準規則,じむしょえいせいきじゅんきそく,令和四年十二月一日
347M50002000044,府省令,労働安全衛生法及びこれに基づく命令に係る登録及び指定に関する省令,ろうどうあんぜんえいせいほうおよびこれにもとづくめいれいにかかるとうろくおよびしていにかんするしょうれい,令和八年四月一日
347M50002000045,府省令,機械等検定規則,きかいとうけんていきそく,令和八年四月一日
347M50002000046,府省令,産業安全専門官及び労働衛生専門官規程,さんぎょうあんぜんせんもんかんおよびろうどうえいせいせんもんかんきてい,令和元年五月七日
347M50002000047,府省令,沖縄県の区域における労働安全衛生法及びこれに基づく命令の適用の特別措置等に関する省令,おきなわけんのくいきにおけるろうどうあんぜんえいせいほうおよびこれにもとづくめいれいのてきようのとくべつそちとうにかんするしょうれい,平成十六年三月三十一日
347M50004000012,府省令,沖縄の復帰に伴う建設省令の適用の特別措置等に関する省令,おきなわのふっきにともなうけんせつしょうれいのてきようのとくべつそちとうにかんするしょうれい,昭和四十九年六月二十六日
347M50004000028,府省令,日本下水道事業団法施行規則,にほんげすいどうじぎょうだんほうしこうきそく,令和七年七月一日
347M50004008001,府省令,公有地の拡大の推進に関する法律施行規則,こうゆうちのかくだいのすいしんにかんするほうりつせこうきそく,令和三年一月一日
347M50004C00001,府省令,石油パイプライン事業法施行規則,せきゆぱいぷらいんじぎょうほうせこうきそく,令和二年十二月二十八日
347M50004C08001,府省令,石油パイプライン事業の事業用施設の工事の計画、検査等に関する省令,せきゆぱいぷらいんじぎょうのじぎょうようしせつのこうじのけいかくけんさとうにかんするしょうれい,令和二年十二月二十八日
347M50004C08002,府省令,石油パイプライン事業の事業用施設の技術上の基準を定める省令,せきゆぱいぷらいんじぎょうのじぎょうようしせつのぎじゅつじょうのきじゅんをさだめるしょうれい,令和元年八月二十七日
347M50010000030,府省令,沖縄の復帰に伴う農林水産省令の適用の特別措置等に関する省令,おきなわのふっきにともなうのうりんすいさんしょうれいのてきようのとくべつそちとうにかんするしょうれい,平成二十一年十二月十五日
347M50010000033,府省令,沖縄県の区域における製造用原料品の減免税割当制度に関する省令,おきなわけんのくいきにおけるせいぞうようげんりょうひんのげんめんぜいわりあてせいどにかんするしょうれい,平成七年四月一日
347M50010800002,府省令,沖縄の復帰に伴う漁船特殊規則及び漁船特殊規程の適用の特別措置に関する省令,おきなわのふっきにともなうぎょせんとくしゅきそくおよびぎょせんとくしゅきていのてきようのとくべつそちにかんするしょうれい,昭和四十七年五月十五日
347M50800000003,規則,公害紛争の処理手続等に関する規則,こうがいふんそうのしょりてつづきとうにかんするきそく,令和八年四月一日
347RJNJ01009000,規則,人事院規則一―九（沖縄の復帰に伴う国家公務員法等の適用の特別措置等）,じんじいんきそくいちのきゅうおきなわのふっきにともなうこっかこうむいんほうとうのてきようのとくべつそちとう,令和元年九月十四日
348AC0000000007,法律,財政融資資金の長期運用に対する特別措置に関する法律,ざいせいゆうししきんのちょうきうんようにたいするとくべつそちにかんするほうりつ,平成二十年十月一日
348AC0000000026,法律,金属鉱業等鉱害対策特別措置法,きんぞくこうぎょうとうこうがいたいさくとくべつそちほう,令和七年六月一日
348AC0000000031,法律,消費生活用製品安全法,しょうひせいかつようせいひんあんぜんほう,令和七年十二月二十五日
348AC0000000038,法律,アフリカ開発基金への参加に伴う措置に関する法律,あふりかかいはつききんへのさんかにともなうそちにかんするほうりつ,平成十年四月一日
348AC0000000048,法律,生活関連物資等の買占め及び売惜しみに対する緊急措置に関する法律,せいかつかんれんぶっしとうのかいしめおよびばいおしみにたいするきんきゅうそちにかんするほうりつ,令和七年六月一日
348AC0000000053,法律,農水産業協同組合貯金保険法,のうすいさんぎょうきょうどうくみあいちょきんほけんほう,令和十年六月十三日
348AC0000000070,法律,物品の一時輸入のための通関手帳に関する通関条約（ＡＴＡ条約）の実施に伴う関税法等の特例に関する法律,ぶっぴんのいちじゆにゅうのためのつうかんてちょうにかんするつうかんじょうやくえーてぃーえーじょうやくのじっしにともなうかんぜいほうとうのとくれいにかんするほうりつ ,平成十八年三月一日
348AC0000000072,法律,都市緑地法,としりょくちほう,令和七年六月一日
348AC0000000101,法律,中小小売商業振興法,ちゅうしょうこうりしょうぎょうしんこうほう,平成二十七年十月一日
348AC0000000102,法律,特定市街化区域農地の固定資産税の課税の適正化に伴う宅地化促進臨時措置法,とくていしがいかくいきのうちのこていしさんぜいのかぜいのてきせいかにともなうたくちかそくしんりんじそちほう,平成十三年一月六日
348AC0000000111,法律,公害健康被害の補償等に関する法律,こうがいけんこうひがいのほしょうとうにかんするほうりつ,令和七年六月一日
348AC0000000112,法律,有害物質を含有する家庭用品の規制に関する法律,ゆうがいぶっしつをがんゆうするかていようひんのきせいにかんするほうりつ,令和七年六月一日
348AC0000000113,法律,運輸安全委員会設置法,うんゆあんぜんいいんかいせっちほう,令和七年六月一日
348AC0000000117,法律,化学物質の審査及び製造等の規制に関する法律,かがくぶっしつのしんさおよびせいぞうとうのきせいにかんするほうりつ,令和七年六月一日
348AC0000000118,法律,水源地域対策特別措置法,すいげんちいきたいさくとくべつそちほう,令和四年三月三十一日
348AC0000000121,法律,国民生活安定緊急措置法,こくみんせいかつあんていきんきゅうそちほう,令和七年六月一日
348AC0000000122,法律,石油需給適正化法,せきゆじゅきゅうてきせいかほう,令和七年六月一日
348AC0100000082,法律,災害弔慰金の支給等に関する法律,さいがいちょういきんのしきゅうとうにかんするほうりつ,令和三年五月二十日
348AC1000000061,法律,活動火山対策特別措置法,かつどうかざんたいさくとくべつそちほう,令和六年四月一日
348AC1000000100,法律,水銀等による水産動植物の汚染に係る被害漁業者等に対する資金の融通に関する特別措置法,すいぎんとうによるすいさんどうしょくぶつのおせんにかかるひがいぎょぎょうものとうにたいするしきんのゆうづうにかんするとくべつそちほう,平成十一年十月一日
348AC1000000105,法律,動物の愛護及び管理に関する法律,どうぶつのあいごおよびかんりにかんするほうりつ,令和七年六月一日
348AC1000000110,法律,瀬戸内海環境保全特別措置法,せとないかいかんきょうほぜんとくべつそちほう,令和七年六月一日
348CO0000000005,政令,海上交通安全法施行令,かいじょうこうつうあんぜんほうせこうれい,令和三年七月一日
348CO0000000038,政令,自然環境保全法施行令,しぜんかんきょうほぜんほうしこうれい,令和六年十一月十八日
348CO0000000195,政令,労働保険事務組合に対する報奨金に関する政令,ろうどうほけんじむくみあいにたいするほうしょうきんにかんするせいれい,平成二十三年四月一日
348CO0000000200,政令,生活関連物資等の買占め及び売惜しみに対する緊急措置に関する法律施行令,せいかつかんれんぶっしとうのかいしめおよびばいおしみにたいするきんきゅうそちにかんするほうりつしこうれい,平成十二年四月一日
348CO0000000201,政令,農水産業協同組合貯金保険法施行令,のうすいさんぎょうきょうどうくみあいちょきんほけんほうせこうれい,令和四年四月一日
348CO0000000255,政令,道路運送車両法の一部を改正する法律の施行に伴う経過措置を定める政令,どうろうんそうしゃりょうほうのいちぶをかいせいするほうりつのしこうにともなうけいかそちをさだめるせいれい,平成十四年七月一日
348CO0000000274,政令,水銀等による水産動植物の汚染に係る被害漁業者等に対する資金の融通に関する特別措置法施行令,すいぎんとうによるすいさんどうしょくぶつのおせんにかかるひがいぎょぎょうものとうにたいするしきんのゆうづうにかんするとくべつそちほうせこうれい,平成十一年十月一日
348CO0000000281,政令,特定市街化区域農地の固定資産税の課税の適正化に伴う宅地化促進臨時措置法施行令,とくていしがいかくいきのうちのこていしさんぜいのかぜいのてきせいかにともなうたくちかそくしんりんじそちほうしこうれい,平成十三年十月一日
348CO0000000286,政令,中小小売商業振興法施行令,ちゅうしょうこうりしょうぎょうしんこうほうしこうれい,令和六年三月十五日
348CO0000000317,政令,物品の一時輸入のための通関手帳に関する通関条約（ＡＴＡ条約）の実施に伴う関税法等の特例に関する法律施行令,ぶっぴんのいちじゆにゅうのためのつうかんてちょうにかんするつうかんじょうやくえーてぃーえーじょうやくのじっしにともなうかんぜいほうとうのとくれいにかんするほうりつしこうれい,平成十三年一月六日
348CO0000000327,政令,瀬戸内海環境保全特別措置法施行令,せとないかいかんきょうほぜんとくべつそちほうしこうれい,令和四年四月一日
348CO0000000334,政令,覚醒剤取締法施行令,かくせいざいとりしまりほうしこうれい,令和二年四月一日
348CO0000000374,政令,災害弔慰金の支給等に関する法律施行令,さいがいちょういきんのしきゅうとうにかんするほうりつしこうれい,令和七年四月二十五日
348CO0000000377,政令,運輸安全委員会設置法施行令,うんゆあんぜんいいんかいせっちほうしこうれい,令和二年六月十八日
348M50000002005,府省令,金属等を含む産業廃棄物に係る判定基準を定める省令,きんぞくとうをふくむさんぎょうはいきぶつにかかるはんていきじゅんをさだめるしょうれい,平成二十九年十月一日
348M50000002006,府省令,海洋汚染等及び海上災害の防止に関する法律施行令第五条第一項に規定する埋立場所等に排出しようとする金属等を含む廃棄物に係る判定基準を定める省令,かいようおせんとうおよびかいじょうさいがいのぼうしにかんするほうりつしこうれいだいごじょうだいいっこうにきていするうめたてばしょとうにはいしゅつしようとするきんぞくとうをふくむはいきぶつにかかるはんていきじゅんをさだめるしょうれい,令和七年十月一日
348M50000002041,府省令,恩給法等の一部を改正する法律附則第三条の仮定俸給年額を定める総理府令,おんきゅうほうとうのいちぶをかいせいするほうりつふそくだいさんじょうのかていほうきゅうねんがくをさだめるそうりふれい,昭和四十八年七月二十四日
348M50000002061,府省令,瀬戸内海環境保全特別措置法施行規則,せとないかいかんきょうほぜんとくべつそちほうしこうきそく,令和四年四月一日
348M50000002062,府省令,自然環境保全法施行規則,しぜんかんきょうほぜんほうしこうきそく,令和七年四月一日
348M50000002065,府省令,防衛医科大学校の編制等に関する省令,ぼうえいいかだいがくこうのへんせいとうにかんするしょうれい,令和七年四月一日
348M50000008026,府省令,昭和四十二年度以後における地方公務員等共済組合法の年金の額の改定等に関する法律施行規則,しょうわよんじゅうにねんどいごにおけるちほうこうむいんとうきょうさいくみあいほうのねんきんのがくのかいていとうにかんするほうりつせこうきそく,平成二十三年六月一日
348M50000010022,府省令,保護区及び保護区ごとの保護司の定数に関する規則,ほごくおよびほごくごとのほごしのていすうにかんするきそく,平成二十八年四月一日
348M50000020006,府省令,子女教育手当の支給に関する規則,しじょきょういくてあてのしきゅうにかんするきそく,令和八年四月一日
348M50000040005,府省令,企業内容等の開示に関する内閣府令,きぎょうないようとうのかいじにかんするないかくふれい,令和八年五月一日
348M50000040039,府省令,アフリカ開発基金への参加に伴う国債の発行等に関する省令,あふりかかいはつききんへのさんかにともなうこくさいのはっこうとうにかんするしょうれい,平成十五年三月二十八日
348M50000040047,府省令,昭和四十二年度以後における国家公務員等共済組合等からの年金の額の改定に関する法律第一条の六に規定する仮定俸給の額等を定める省令,しょうわよんじゅうにねんどいごにおけるこっかこうむいんとうきょうさいくみあいとうからのねんきんのがくのかいていにかんするほうりつだいいちじょうのろくにきていするかていほうきゅうのがくとうをさだめるしょうれい,昭和五十九年三月十七日
348M50000040053,府省令,物品の一時輸入のための通関手帳に関する通関条約（ＡＴＡ条約）の実施に伴う関税法等の特例に関する法律施行規則,ぶっぴんのいちじゆにゅうのためのつうかんてちょうにかんするつうかんじょうやくえーてぃーえーじょうやくのじっしにともなうかんぜいほうとうのとくれいにかんするほうりつしこうきそく,平成十七年三月七日
348M50000080017,府省令,教員資格認定試験規程,きょういんしかくにんていしけんきてい,令和五年十二月五日
348M50000400060,府省令,金属鉱業等鉱害対策特別措置法施行規則,きんぞくこうぎょうとうこうがいたいさくとくべつそちほうしこうきそく,令和五年四月一日
348M50000400100,府省令,中小小売商業振興法施行規則,ちゅうしょうこうりしょうぎょうしんこうほうせこうきそく,令和四年四月一日
348M50000400123,府省令,既存化学物質名簿に関する省令,きぞんかがくぶっしつめいぼにかんするしょうれい,昭和四十八年十二月五日
348M50000800009,府省令,海上交通安全法施行規則,かいじょうこうつうあんぜんほうしこうきそく,令和五年五月一日
348M50000800021,府省令,船員電離放射線障害防止規則,せんいんでんりほうしゃせんしょうがいぼうしきそく,令和三年四月一日
348M50000800049,府省令,船舶安全法の規定に基づく事業場の認定に関する規則,せんぱくあんぜんほうのきていにもとづくじぎょうばのにんていにかんするきそく,令和八年一月十五日
348M50000800050,府省令,船舶等型式承認規則,せんぱくとうかたしきしょうにんきそく,令和八年一月一日
348M50000800051,府省令,小型船舶検査機構に関する省令,こがたせんぱくけんさきこうにかんするしょうれい,令和三年十一月二十日
348M50000800052,府省令,小型船舶検査機構の財務及び会計に関する省令,こがたせんぱくけんさきこうのざいむおよびかいけいにかんするしょうれい,平成十七年五月十九日
348M50002000003,府省令,労働安全コンサルタント及び労働衛生コンサルタント規則,ろうどうあんぜんこんさるたんとおよびろうどうえいせいこんさるたんときそく,令和七年六月一日
348M50002000023,府省令,労働保険事務組合に対する報奨金に関する省令,ろうどうほけんじむくみあいにたいするほうしょうきんにかんするしょうれい,令和七年十月十日
348M50004000017,府省令,特定市街化区域農地の固定資産税の課税の適正化に伴う宅地化促進臨時措置法施行規則,とくていしがいかくいきのうちのこていしさんぜいのかぜいのてきせいかにともなうたくちかそくしんりんじそちほうしこうきそく,昭和四十八年九月二十九日
348M50004010002,府省令,宅地建物取引業保証協会弁済業務保証金規則,たくちたてものとりひきぎょうほしょうきょうかいべんさいぎょうむほしょうきんきそく,令和四年九月一日
348M50010002001,府省令,防災営農施設整備計画等に関する命令,ぼうさいえいのうしせつせいびけいかくとうにかんするめいれい,平成二十七年十二月十日
348M50010040001,府省令,農水産業協同組合貯金保険法施行規則,のうすいさんぎょうきょうどうくみあいちょきんほけんほうせこうきそく,令和七年四月一日
348M50010D40002,府省令,電子計算機利用経営管理計画及び連鎖化事業計画認定規則,でんしけいさんきりようけいえいかんりけいかくおよびれんさかじぎょうけいかくにんていきそく,平成十八年五月一日
348RJNJ10004000,規則,人事院規則一〇―四（職員の保健及び安全保持）,じんじいんきそくじゅうのよんしょくいんのほけんおよびあんぜんほじ,令和七年四月一日
348RJNJ10007000,規則,人事院規則一〇―七（女子職員及び年少職員の健康、安全及び福祉）,じんじいんきそくじゅうのななじょししょくいんおよびねんしょうしょくいんのけんこうあんぜんおよびふくし,令和七年四月一日
348RJNJ16000000,規則,人事院規則一六―〇（職員の災害補償）,じんじいんきそくじゅうろくのぜろしょくいんのさいがいほしょう,令和八年四月一日
348RJNJ16002000,規則,人事院規則一六―二（在外公館に勤務する職員、船員である職員等に係る災害補償の特例）,じんじいんきそくじゅうろくのにざいがいこうかんにきんむするしょくいんせんいんであるしょくいんとうにかかるさいがいほしょうのとくれい,令和八年四月一日
348RJNJ16003000,規則,人事院規則一六―三（災害を受けた職員の福祉事業）,じんじいんきそくじゅうろくのさんさいがいをうけたしょくいんのふくしじぎょう,令和八年四月一日
348RJNJ16004000,規則,人事院規則一六―四（補償及び福祉事業の実施）,じんじいんきそくじゅうろくのよんほしょうおよびふくしじぎょうのじっし,令和八年四月一日
349AC0000000002,法律,学校教育の水準の維持向上のための義務教育諸学校の教育職員の人材確保に関する特別措置法,がっこうきょういくのすいじゅんのいじこうじょうのためのぎむきょういくしょがっこうのきょういくしょくいんのじんざいかくほにかんするとくべつそちほう,平成二十八年四月一日
349AC0000000049,法律,沿岸漁場整備開発法,えんがんぎょじょうせいびかいはつほう,令和六年四月一日
349AC0000000068,法律,生産緑地法,せいさんりょくちほう,令和七年六月一日
349AC0000000078,法律,発電用施設周辺地域整備法,はつでんようしせつしゅうへんちいきせいびほう,平成二十七年十月一日
349AC0000000079,法律,電源開発促進税法,でんげんかいはつそくしんぜいほう,令和七年六月一日
349AC0000000087,法律,航空の危険を生じさせる行為等の処罰に関する法律,こうくうのきけんをしょうじさせるこういとうのしょばつにかんするほうりつ,令和七年六月一日
349AC0000000101,法律,防衛施設周辺の生活環境の整備等に関する法律,ぼうえいしせつしゅうへんのせいかつかんきょうのせいびとうにかんするほうりつ,平成二十八年四月一日
349AC0000000116,法律,雇用保険法,こようほけんほう,令和十年十月一日
349AC1000000057,法律,伝統的工芸品産業の振興に関する法律,でんとうてきこうげいひんさんぎょうのしんこうにかんするほうりつ,平成二十五年六月十四日
349AC1000000092,法律,国土利用計画法,こくどりようけいかくほう,令和七年六月一日
349CO0000000003,政令,都市緑地法施行令,としりょくちほうしこうれい,令和六年十一月八日
349CO0000000004,政令,国民生活安定緊急措置法施行令,こくみんせいかつあんていきんきゅうそちほうせこうれい,令和八年一月二十二日
349CO0000000015,政令,石油需給適正化法施行令,せきゆじゅきゅうてきせいかほうしこうれい,昭和四十九年四月二十四日
349CO0000000027,政令,水源地域対策特別措置法施行令,すいげんちいきたいさくとくべつそちほうしこうれい,令和二年十二月九日
349CO0000000029,政令,工場立地法施行令,こうじょうりっちほうせこうれい,平成二十四年六月一日
349CO0000000048,政令,消費生活用製品安全法施行令,しょうひせいかつようせいひんあんぜんほうしこうれい,令和七年十二月二十五日
349CO0000000069,政令,周辺整備空港指定令,しゅうへんせいびくうこうしていれい,昭和五十一年六月十一日
349CO0000000101,政令,化学物質審議会令,かがくぶっしつしんぎかいれい,令和六年七月一日
349CO0000000177,政令,伝統的工芸品産業の振興に関する法律施行令,でんとうてきこうげいひんさんぎょうのしんこうにかんするほうりつしこうれい,平成十三年四月十八日
349CO0000000179,政令,在外公館に勤務する外務公務員の在勤基本手当の額、在外住居手当に係る控除額及び限度額並びに子女教育手当に係る自己負担額を定める政令,ざいがいこうかんにきんむするがいむこうむいんのざいきんきほんてあてのがくじゅうきょてあてにかかるこうじょがくおよびげんどがくならびにしじょきょういくてあてにかかるじこふたんがくをさだめるせいれい,令和八年四月一日
349CO0000000202,政令,化学物質の審査及び製造等の規制に関する法律施行令,かがくぶっしつのしんさおよびせいぞうとうのきせいにかんするほうりつしこうれい,令和八年六月十七日
349CO0000000219,政令,市町村立学校職員給与負担法附則第三項の規定に基づき学校栄養職員の範囲を定める政令,しちょうそんりつがっこうしょくいんきゅうよふたんほうふそくだいさんこうのきていにもとづきがっこうえいようしょくいんのはんいをさだめるせいれい,昭和四十九年六月二十二日
349CO0000000228,政令,防衛施設周辺の生活環境の整備等に関する法律施行令,ぼうえいしせつしゅうへんのせいかつかんきょうのせいびとうにかんするほうりつしこうれい,令和七年十月一日
349CO0000000258,政令,船舶安全法第三十二条の漁船の範囲を定める政令,せんぱくあんぜんほうだいさんじゅうにじょうのぎょせんのはんいをさだめるせいれい,昭和五十三年六月二十日
349CO0000000273,政令,水源地域対策特別措置法第二条第二項のダム、同条第三項の湖沼水位調節施設及び同法第九条第一項の指定ダムを指定する政令,すいげんちいきたいさくとくべつそちほうだいにじょうだいにこうのだむどうじょうだいさんこうのこしょうすいいちょうせつしせつおよびどうほうだいくじょうだいいっこうのしていだむをしていするせいれい,令和五年三月二十三日
349CO0000000285,政令,生産緑地法施行令,せいさんりょくちほうしこうれい,令和七年五月一日
349CO0000000293,政令,発電用施設周辺地域整備法施行令,はつでんようしせつしゅうへんちいきせいびほうせこうれい,平成二十八年四月一日
349CO0000000295,政令,公害健康被害の補償等に関する法律施行令,こうがいけんこうひがいのほしょうとうにかんするほうりつしこうれい,令和八年四月一日
349CO0000000308,政令,昭和四十四年度以後における私立学校教職員共済組合からの年金の額の改定に関する法律施行令,しょうわよんじゅうよねんどいごにおけるしりつがっこうきょうしょくいんきょうさいくみあいからのねんきんのがくのかいていにかんするほうりつしこうれい,昭和六十年六月二十五日
349CO0000000334,政令,有害物質を含有する家庭用品の規制に関する法律第二条第二項の物質を定める政令,ゆうがいぶっしつをがんゆうするかていようひんのきせいにかんするほうりつだいにじょうだいにこうのぶっしつをさだめるせいれい,平成二十八年四月一日
349CO0000000339,政令,電源開発促進税法施行令,でんげんかいはつそくしんぜいほうしこうれい,令和七年四月一日
349CO0000000387,政令,国土利用計画法施行令,こくどりようけいかくほうせこうれい,令和八年五月二十五日
349M50000002027,府省令,水源地域対策特別措置法施行規則,すいげんちいきたいさくとくべつそちほうしこうきそく,昭和四十九年五月一日
349M50000002043,府省令,防衛施設周辺の生活環境の整備等に関する法律施行規則,ぼうえいしせつしゅうへんのせいかつかんきょうのせいびとうにかんするほうりつしこうきそく,令和五年四月一日
349M50000002060,府省令,公害健康被害の補償等に関する法律施行規則,こうがいけんこうひがいのほしょうとうにかんするほうりつせこうきそく,令和六年五月二十七日
